id,name,text,emotion,sentiment,toxicity_score,abusive_words,length,platform,timestamp,cyberbullying
3852,vikram,Well done,neutral,neutral,0.11,0,9,Twitter,2026-03-28 03:06:29.608386,0
3853,arjun,You are a loser,anger,negative,0.84,3,15,YouTube,2026-03-28 03:07:29.608386,1
3854,meena,Go away idiot,anger,negative,0.81,1,13,Instagram,2026-03-28 03:08:29.608386,1
3855,sara,Good effort,joy,neutral,0.1,0,11,Twitter,2026-03-28 03:09:29.608386,0
3856,john,Go away idiot,anger,negative,0.96,1,13,YouTube,2026-03-28 03:10:29.608386,1
3857,anita,That's amazing,neutral,neutral,0.12,0,14,Twitter,2026-03-28 03:11:29.608386,0
3858,rahul,Nobody likes you,anger,negative,0.84,2,16,Instagram,2026-03-28 03:12:29.608386,1
3859,vikram,You are useless,anger,negative,0.75,1,15,YouTube,2026-03-28 03:13:29.608386,1
3860,john,Nobody likes you,anger,negative,0.72,1,16,YouTube,2026-03-28 03:14:29.608386,1
3861,meena,Keep going,joy,neutral,0.02,0,10,YouTube,2026-03-28 03:15:29.608386,0
3862,rahul,Go away idiot,anger,negative,0.97,2,13,Instagram,2026-03-28 03:16:29.608386,1
3863,john,Well done,neutral,positive,0.16,0,9,YouTube,2026-03-28 03:17:29.608386,0
3864,arjun,Go away idiot,anger,negative,0.89,2,13,Twitter,2026-03-28 03:18:29.608386,1
3865,meena,Well done,neutral,positive,0.13,0,9,Twitter,2026-03-28 03:19:29.608386,0
3866,sara,That's amazing,neutral,neutral,0.29,0,14,YouTube,2026-03-28 03:20:29.608386,0
3867,anita,Go away idiot,anger,negative,1.0,1,13,Instagram,2026-03-28 03:21:29.608386,1
3868,arjun,That's amazing,joy,positive,0.1,0,14,YouTube,2026-03-28 03:22:29.608386,0
3869,anita,Shut up you fool,anger,negative,0.73,3,16,Twitter,2026-03-28 03:23:29.608386,1
3870,arjun,Great work!,joy,neutral,0.13,0,11,Instagram,2026-03-28 03:24:29.608386,0
3871,anita,Go away idiot,anger,negative,0.96,1,13,Instagram,2026-03-28 03:25:29.608386,1
3872,meena,Have a nice day,neutral,positive,0.2,0,15,Twitter,2026-03-28 03:26:29.608386,0
3873,rahul,Have a nice day,neutral,positive,0.1,0,15,YouTube,2026-03-28 03:27:29.608386,0
3874,priya,Well done,neutral,neutral,0.07,0,9,Instagram,2026-03-28 03:28:29.608386,0
3875,vikram,Keep going,joy,positive,0.21,0,10,YouTube,2026-03-28 03:29:29.608386,0
3876,rahul,That's amazing,joy,positive,0.06,0,14,Instagram,2026-03-28 03:30:29.608386,0
3877,john,You are useless,anger,negative,0.76,1,15,Twitter,2026-03-28 03:31:29.608386,1
3878,priya,Good effort,joy,neutral,0.05,0,11,YouTube,2026-03-28 03:32:29.608386,0
3879,arjun,You are so stupid,anger,negative,0.92,1,17,Instagram,2026-03-28 03:33:29.608386,1
3880,priya,That's amazing,neutral,neutral,0.26,0,14,Instagram,2026-03-28 03:34:29.608386,0
3881,vikram,You are a loser,anger,negative,0.72,1,15,Twitter,2026-03-28 03:35:29.608386,1
3882,sara,Good effort,joy,neutral,0.21,0,11,Instagram,2026-03-28 03:36:29.608386,0
3883,anita,Keep going,joy,positive,0.28,0,10,YouTube,2026-03-28 03:37:29.608386,0
3884,meena,Great work!,neutral,positive,0.25,0,11,Instagram,2026-03-28 03:38:29.608386,0
3885,john,Great work!,joy,neutral,0.08,0,11,Twitter,2026-03-28 03:39:29.608386,0
3886,vikram,Great work!,joy,positive,0.23,0,11,Twitter,2026-03-28 03:40:29.608386,0
3887,rahul,Good effort,neutral,neutral,0.11,0,11,Twitter,2026-03-28 03:41:29.608386,0
3888,priya,Have a nice day,neutral,positive,0.07,0,15,Instagram,2026-03-28 03:42:29.608386,0
3889,vikram,Good effort,neutral,neutral,0.17,0,11,Twitter,2026-03-28 03:43:29.608386,0
3890,meena,Nobody likes you,anger,negative,0.86,2,16,Instagram,2026-03-28 03:44:29.608386,1
3891,john,Well done,joy,neutral,0.03,0,9,Twitter,2026-03-28 03:45:29.608386,0
3892,vikram,That's amazing,joy,positive,0.09,0,14,YouTube,2026-03-28 03:46:29.608386,0
3893,priya,Go away idiot,anger,negative,0.99,3,13,Instagram,2026-03-28 03:47:29.608386,1
3894,priya,Keep going,neutral,positive,0.08,0,10,Twitter,2026-03-28 03:48:29.608386,0
3895,rahul,Go away idiot,anger,negative,0.84,3,13,Instagram,2026-03-28 03:49:29.608386,1
3896,arjun,You are so stupid,anger,negative,0.9,1,17,Twitter,2026-03-28 03:50:29.608386,1
3897,sara,You are so stupid,anger,negative,0.95,1,17,Instagram,2026-03-28 03:51:29.608386,1
3898,vikram,Shut up you fool,anger,negative,0.82,3,16,YouTube,2026-03-28 03:52:29.608386,1
3899,rahul,Great work!,neutral,positive,0.12,0,11,YouTube,2026-03-28 03:53:29.608386,0
3900,arjun,You are a loser,anger,negative,0.93,1,15,Twitter,2026-03-28 03:54:29.608386,1
3901,rahul,You are a loser,anger,negative,0.81,1,15,YouTube,2026-03-28 03:55:29.608386,1
3902,rahul,Go away idiot,anger,negative,0.84,3,13,Twitter,2026-03-28 03:56:29.608386,1
3903,john,Great work!,joy,positive,0.06,0,11,Twitter,2026-03-28 03:57:29.608386,0
3904,anita,You are so stupid,anger,negative,0.85,2,17,Twitter,2026-03-28 03:58:29.608386,1
3905,anita,Have a nice day,joy,positive,0.19,0,15,YouTube,2026-03-28 03:59:29.608386,0
3906,arjun,You are so stupid,anger,negative,0.99,3,17,Instagram,2026-03-28 04:00:29.608386,1
3907,meena,Keep going,joy,positive,0.02,0,10,YouTube,2026-03-28 04:01:29.608386,0
3908,sara,Well done,neutral,positive,0.06,0,9,Twitter,2026-03-28 04:02:29.608386,0
3909,sara,Well done,neutral,neutral,0.1,0,9,Twitter,2026-03-28 04:03:29.608386,0
3910,anita,Well done,neutral,positive,0.22,0,9,Twitter,2026-03-28 04:04:29.608386,0
3911,rahul,That's amazing,neutral,neutral,0.14,0,14,Twitter,2026-03-28 04:05:29.608386,0
3912,rahul,Great work!,neutral,positive,0.17,0,11,Twitter,2026-03-28 04:06:29.608386,0
3913,sara,Have a nice day,joy,neutral,0.3,0,15,YouTube,2026-03-28 04:07:29.608386,0
3914,vikram,That's amazing,joy,neutral,0.21,0,14,YouTube,2026-03-28 04:08:29.608386,0
3915,vikram,Good effort,neutral,positive,0.03,0,11,Instagram,2026-03-28 04:09:29.608386,0
3916,anita,Keep going,joy,positive,0.25,0,10,Twitter,2026-03-28 04:10:29.608386,0
3917,meena,You are a loser,anger,negative,0.96,1,15,Twitter,2026-03-28 04:11:29.608386,1
3918,arjun,Shut up you fool,anger,negative,0.92,2,16,Instagram,2026-03-28 04:12:29.608386,1
3919,rahul,Shut up you fool,anger,negative,0.87,2,16,Twitter,2026-03-28 04:13:29.608386,1
3920,rahul,Go away idiot,anger,negative,0.97,3,13,Instagram,2026-03-28 04:14:29.608386,1
3921,anita,Great work!,neutral,neutral,0.29,0,11,Twitter,2026-03-28 04:15:29.608386,0
3922,rahul,Nobody likes you,anger,negative,0.74,1,16,YouTube,2026-03-28 04:16:29.608386,1
3923,anita,Keep going,neutral,positive,0.17,0,10,YouTube,2026-03-28 04:17:29.608386,0
3924,john,Have a nice day,joy,neutral,0.26,0,15,Twitter,2026-03-28 04:18:29.608386,0
3925,priya,Go away idiot,anger,negative,0.97,2,13,Twitter,2026-03-28 04:19:29.608386,1
3926,anita,That's amazing,neutral,neutral,0.26,0,14,Instagram,2026-03-28 04:20:29.608386,0
3927,sara,Have a nice day,joy,neutral,0.29,0,15,Twitter,2026-03-28 04:21:29.608386,0
3928,sara,Great work!,joy,neutral,0.07,0,11,Twitter,2026-03-28 04:22:29.608386,0
3929,priya,You are so stupid,anger,negative,0.71,3,17,Twitter,2026-03-28 04:23:29.608386,1
3930,priya,You are so stupid,anger,negative,0.74,3,17,YouTube,2026-03-28 04:24:29.608386,1
3931,arjun,You are useless,anger,negative,0.8,3,15,YouTube,2026-03-28 04:25:29.608386,1
3932,anita,You are useless,anger,negative,0.83,2,15,YouTube,2026-03-28 04:26:29.608386,1
3933,priya,You are useless,anger,negative,0.73,1,15,Twitter,2026-03-28 04:27:29.608386,1
3934,priya,Keep going,joy,neutral,0.08,0,10,YouTube,2026-03-28 04:28:29.608386,0
3935,john,Nobody likes you,anger,negative,0.88,3,16,YouTube,2026-03-28 04:29:29.608386,1
3936,meena,You are so stupid,anger,negative,0.77,2,17,Instagram,2026-03-28 04:30:29.608386,1
3937,vikram,Great work!,neutral,neutral,0.15,0,11,YouTube,2026-03-28 04:31:29.608386,0
3938,priya,Keep going,neutral,neutral,0.18,0,10,Twitter,2026-03-28 04:32:29.608386,0
3939,arjun,Good effort,joy,neutral,0.29,0,11,YouTube,2026-03-28 04:33:29.608386,0
3940,sara,Go away idiot,anger,negative,0.99,1,13,Instagram,2026-03-28 04:34:29.608386,1
3941,priya,You are useless,anger,negative,0.89,2,15,Twitter,2026-03-28 04:35:29.608386,1
3942,arjun,Nobody likes you,anger,negative,0.82,3,16,Twitter,2026-03-28 04:36:29.608386,1
3943,arjun,You are useless,anger,negative,0.96,1,15,Instagram,2026-03-28 04:37:29.608386,1
3944,anita,Nobody likes you,anger,negative,0.97,2,16,Instagram,2026-03-28 04:38:29.608386,1
3945,john,Have a nice day,joy,positive,0.11,0,15,Instagram,2026-03-28 04:39:29.608386,0
3946,sara,You are useless,anger,negative,0.9,3,15,Instagram,2026-03-28 04:40:29.608386,1
3947,arjun,Great work!,joy,positive,0.29,0,11,YouTube,2026-03-28 04:41:29.608386,0
3948,meena,That's amazing,joy,neutral,0.22,0,14,Instagram,2026-03-28 04:42:29.608386,0
3949,john,Have a nice day,neutral,neutral,0.09,0,15,Instagram,2026-03-28 04:43:29.608386,0
3950,meena,That's amazing,neutral,neutral,0.2,0,14,Twitter,2026-03-28 04:44:29.608386,0
3951,john,That's amazing,joy,positive,0.04,0,14,Twitter,2026-03-28 04:45:29.608386,0
3952,meena,Go away idiot,anger,negative,0.99,1,13,Twitter,2026-03-28 04:46:29.608386,1
3953,anita,Go away idiot,anger,negative,0.75,2,13,YouTube,2026-03-28 04:47:29.608386,1
3954,rahul,Go away idiot,anger,negative,0.88,1,13,YouTube,2026-03-28 04:48:29.608386,1
3955,arjun,Good effort,neutral,neutral,0.16,0,11,Twitter,2026-03-28 04:49:29.608386,0
3956,vikram,That's amazing,joy,positive,0.29,0,14,Instagram,2026-03-28 04:50:29.608386,0
3957,vikram,Nobody likes you,anger,negative,0.88,1,16,Instagram,2026-03-28 04:51:29.608386,1
3958,john,Great work!,neutral,neutral,0.11,0,11,Twitter,2026-03-28 04:52:29.608386,0
3959,sara,Nobody likes you,anger,negative,0.73,3,16,Instagram,2026-03-28 04:53:29.608386,1
3960,anita,Shut up you fool,anger,negative,0.95,2,16,YouTube,2026-03-28 04:54:29.608386,1
3961,arjun,Go away idiot,anger,negative,0.74,1,13,YouTube,2026-03-28 04:55:29.608386,1
3962,rahul,Have a nice day,neutral,positive,0.1,0,15,Twitter,2026-03-28 04:56:29.608386,0
3963,anita,Shut up you fool,anger,negative,0.9,3,16,Instagram,2026-03-28 04:57:29.608386,1
3964,sara,Shut up you fool,anger,negative,0.78,3,16,Instagram,2026-03-28 04:58:29.608386,1
3965,anita,Good effort,joy,positive,0.27,0,11,YouTube,2026-03-28 04:59:29.608386,0
3966,sara,Keep going,neutral,neutral,0.21,0,10,Instagram,2026-03-28 05:00:29.608386,0
3967,rahul,You are so stupid,anger,negative,0.99,2,17,Twitter,2026-03-28 05:01:29.608386,1
3968,sara,Keep going,joy,neutral,0.16,0,10,Twitter,2026-03-28 05:02:29.608386,0
3969,arjun,Good effort,joy,neutral,0.22,0,11,Instagram,2026-03-28 05:03:29.608386,0
3970,anita,Shut up you fool,anger,negative,0.73,3,16,Instagram,2026-03-28 05:04:29.608386,1
3971,anita,Nobody likes you,anger,negative,0.89,3,16,YouTube,2026-03-28 05:05:29.608386,1
3972,arjun,Keep going,neutral,neutral,0.09,0,10,YouTube,2026-03-28 05:06:29.608386,0
3973,priya,Nobody likes you,anger,negative,0.96,2,16,Instagram,2026-03-28 05:07:29.608386,1
3974,john,You are so stupid,anger,negative,0.96,3,17,Instagram,2026-03-28 05:08:29.608386,1
3975,anita,That's amazing,neutral,neutral,0.06,0,14,Twitter,2026-03-28 05:09:29.608386,0
3976,sara,Shut up you fool,anger,negative,0.83,1,16,Twitter,2026-03-28 05:10:29.608386,1
3977,sara,Shut up you fool,anger,negative,0.99,3,16,Instagram,2026-03-28 05:11:29.608386,1
3978,sara,Shut up you fool,anger,negative,1.0,3,16,Twitter,2026-03-28 05:12:29.608386,1
3979,anita,Have a nice day,neutral,positive,0.05,0,15,Instagram,2026-03-28 05:13:29.608386,0
3980,arjun,You are so stupid,anger,negative,0.72,2,17,YouTube,2026-03-28 05:14:29.608386,1
3981,priya,Have a nice day,neutral,positive,0.19,0,15,Twitter,2026-03-28 05:15:29.608386,0
3982,anita,Go away idiot,anger,negative,0.74,3,13,Instagram,2026-03-28 05:16:29.608386,1
3983,meena,That's amazing,joy,neutral,0.09,0,14,YouTube,2026-03-28 05:17:29.608386,0
3984,vikram,Go away idiot,anger,negative,0.74,3,13,Twitter,2026-03-28 05:18:29.608386,1
3985,meena,Good effort,neutral,neutral,0.13,0,11,YouTube,2026-03-28 05:19:29.608386,0
3986,sara,Shut up you fool,anger,negative,0.93,3,16,Instagram,2026-03-28 05:20:29.608386,1
3987,arjun,That's amazing,neutral,positive,0.02,0,14,YouTube,2026-03-28 05:21:29.608386,0
3988,john,Have a nice day,neutral,positive,0.29,0,15,Twitter,2026-03-28 05:22:29.608386,0
3989,arjun,Great work!,neutral,neutral,0.03,0,11,YouTube,2026-03-28 05:23:29.608386,0
3990,john,You are a loser,anger,negative,0.9,3,15,YouTube,2026-03-28 05:24:29.608386,1
3991,anita,Great work!,neutral,neutral,0.23,0,11,YouTube,2026-03-28 05:25:29.608386,0
3992,arjun,Have a nice day,joy,positive,0.25,0,15,Instagram,2026-03-28 05:26:29.608386,0
3993,vikram,Good effort,neutral,positive,0.01,0,11,Instagram,2026-03-28 05:27:29.608386,0
3994,meena,Shut up you fool,anger,negative,0.82,1,16,Twitter,2026-03-28 05:28:29.608386,1
3995,arjun,You are so stupid,anger,negative,0.78,3,17,Instagram,2026-03-28 05:29:29.608386,1
3996,john,Great work!,neutral,neutral,0.01,0,11,Twitter,2026-03-28 05:30:29.608386,0
3997,rahul,You are useless,anger,negative,0.72,2,15,YouTube,2026-03-28 05:31:29.608386,1
3998,meena,You are a loser,anger,negative,0.78,3,15,YouTube,2026-03-28 05:32:29.608386,1
3999,rahul,Good effort,neutral,neutral,0.02,0,11,Instagram,2026-03-28 05:33:29.608386,0
4000,priya,Nobody likes you,anger,negative,0.92,1,16,Instagram,2026-03-28 05:34:29.608386,1
4001,anita,Well done,neutral,positive,0.14,0,9,YouTube,2026-03-28 05:35:29.608386,0
4002,vikram,Have a nice day,neutral,neutral,0.27,0,15,Instagram,2026-03-28 05:36:29.608386,0
4003,meena,Well done,joy,positive,0.12,0,9,Instagram,2026-03-28 05:37:29.608386,0
4004,vikram,Well done,neutral,neutral,0.28,0,9,YouTube,2026-03-28 05:38:29.608386,0
4005,sara,Have a nice day,joy,positive,0.18,0,15,YouTube,2026-03-28 05:39:29.608386,0
4006,vikram,Good effort,neutral,neutral,0.21,0,11,YouTube,2026-03-28 05:40:29.608386,0
4007,anita,Well done,joy,neutral,0.28,0,9,YouTube,2026-03-28 05:41:29.608386,0
4008,vikram,Great work!,joy,neutral,0.07,0,11,Twitter,2026-03-28 05:42:29.608386,0
4009,sara,Nobody likes you,anger,negative,0.71,2,16,YouTube,2026-03-28 05:43:29.608386,1
4010,priya,Great work!,neutral,neutral,0.15,0,11,Instagram,2026-03-28 05:44:29.608386,0
4011,rahul,That's amazing,joy,neutral,0.22,0,14,Twitter,2026-03-28 05:45:29.608386,0
4012,rahul,Go away idiot,anger,negative,0.87,2,13,YouTube,2026-03-28 05:46:29.608386,1
4013,priya,Go away idiot,anger,negative,0.84,1,13,YouTube,2026-03-28 05:47:29.608386,1
4014,rahul,You are a loser,anger,negative,0.8,2,15,YouTube,2026-03-28 05:48:29.608386,1
4015,arjun,Go away idiot,anger,negative,0.71,3,13,YouTube,2026-03-28 05:49:29.608386,1
4016,vikram,Go away idiot,anger,negative,0.72,3,13,Twitter,2026-03-28 05:50:29.608386,1
4017,vikram,Keep going,neutral,neutral,0.08,0,10,Instagram,2026-03-28 05:51:29.608386,0
4018,meena,Keep going,joy,neutral,0.15,0,10,Instagram,2026-03-28 05:52:29.608386,0
4019,sara,Good effort,joy,positive,0.21,0,11,Instagram,2026-03-28 05:53:29.608386,0
4020,vikram,Keep going,neutral,neutral,0.2,0,10,Instagram,2026-03-28 05:54:29.608386,0
4021,meena,Shut up you fool,anger,negative,0.8,2,16,Twitter,2026-03-28 05:55:29.608386,1
4022,arjun,Well done,joy,neutral,0.06,0,9,YouTube,2026-03-28 05:56:29.608386,0
4023,john,Good effort,joy,neutral,0.2,0,11,Twitter,2026-03-28 05:57:29.608386,0
4024,arjun,You are so stupid,anger,negative,0.73,3,17,YouTube,2026-03-28 05:58:29.608386,1
4025,sara,Keep going,joy,neutral,0.15,0,10,YouTube,2026-03-28 05:59:29.608386,0
4026,priya,Good effort,joy,positive,0.04,0,11,YouTube,2026-03-28 06:00:29.608386,0
4027,priya,You are useless,anger,negative,0.88,3,15,Instagram,2026-03-28 06:01:29.608386,1
4028,arjun,Go away idiot,anger,negative,0.72,1,13,Twitter,2026-03-28 06:02:29.608386,1
4029,john,Go away idiot,anger,negative,0.84,1,13,Instagram,2026-03-28 06:03:29.608386,1
4030,rahul,That's amazing,neutral,positive,0.29,0,14,Twitter,2026-03-28 06:04:29.608386,0
4031,priya,Well done,neutral,neutral,0.21,0,9,YouTube,2026-03-28 06:05:29.608386,0
4032,anita,Have a nice day,joy,positive,0.05,0,15,YouTube,2026-03-28 06:06:29.608386,0
4033,vikram,You are so stupid,anger,negative,0.8,1,17,Instagram,2026-03-28 06:07:29.608386,1
4034,sara,Great work!,joy,positive,0.11,0,11,Instagram,2026-03-28 06:08:29.608386,0
4035,sara,You are so stupid,anger,negative,0.83,2,17,Twitter,2026-03-28 06:09:29.608386,1
4036,rahul,You are useless,anger,negative,0.83,3,15,Instagram,2026-03-28 06:10:29.608386,1
4037,priya,Good effort,neutral,positive,0.22,0,11,Twitter,2026-03-28 06:11:29.608386,0
4038,rahul,You are a loser,anger,negative,0.71,3,15,YouTube,2026-03-28 06:12:29.608386,1
4039,john,You are so stupid,anger,negative,0.85,2,17,YouTube,2026-03-28 06:13:29.608386,1
4040,vikram,You are a loser,anger,negative,0.73,2,15,Instagram,2026-03-28 06:14:29.608386,1
4041,meena,Nobody likes you,anger,negative,0.86,2,16,YouTube,2026-03-28 06:15:29.608386,1
4042,priya,Well done,neutral,positive,0.05,0,9,YouTube,2026-03-28 06:16:29.608386,0
4043,sara,Good effort,joy,positive,0.18,0,11,YouTube,2026-03-28 06:17:29.608386,0
4044,vikram,Nobody likes you,anger,negative,0.93,1,16,Twitter,2026-03-28 06:18:29.608386,1
4045,priya,Have a nice day,joy,positive,0.15,0,15,Instagram,2026-03-28 06:19:29.608386,0
4046,arjun,Shut up you fool,anger,negative,0.96,1,16,YouTube,2026-03-28 06:20:29.608386,1
4047,sara,Nobody likes you,anger,negative,0.7,1,16,Twitter,2026-03-28 06:21:29.608386,1
4048,priya,Go away idiot,anger,negative,0.84,3,13,YouTube,2026-03-28 06:22:29.608386,1
4049,arjun,Nobody likes you,anger,negative,0.99,1,16,Twitter,2026-03-28 06:23:29.608386,1
4050,rahul,Shut up you fool,anger,negative,0.92,2,16,YouTube,2026-03-28 06:24:29.608386,1
4051,arjun,You are useless,anger,negative,1.0,1,15,Twitter,2026-03-28 06:25:29.608386,1
4052,meena,Good effort,neutral,positive,0.13,0,11,Twitter,2026-03-28 06:26:29.608386,0
4053,sara,That's amazing,neutral,positive,0.01,0,14,YouTube,2026-03-28 06:27:29.608386,0
4054,priya,Nobody likes you,anger,negative,0.7,3,16,Twitter,2026-03-28 06:28:29.608386,1
4055,rahul,Shut up you fool,anger,negative,0.76,3,16,Twitter,2026-03-28 06:29:29.608386,1
4056,rahul,You are a loser,anger,negative,0.94,1,15,Instagram,2026-03-28 06:30:29.608386,1
4057,arjun,Nobody likes you,anger,negative,0.85,1,16,Twitter,2026-03-28 06:31:29.608386,1
4058,priya,Great work!,neutral,positive,0.17,0,11,Instagram,2026-03-28 06:32:29.608386,0
4059,vikram,Go away idiot,anger,negative,0.75,3,13,YouTube,2026-03-28 06:33:29.608386,1
4060,arjun,Nobody likes you,anger,negative,0.73,3,16,Twitter,2026-03-28 06:34:29.608386,1
4061,priya,You are so stupid,anger,negative,0.75,3,17,YouTube,2026-03-28 06:35:29.608386,1
4062,john,You are useless,anger,negative,0.85,1,15,Twitter,2026-03-28 06:36:29.608386,1
4063,anita,Keep going,joy,positive,0.24,0,10,YouTube,2026-03-28 06:37:29.608386,0
4064,meena,You are useless,anger,negative,0.82,3,15,Instagram,2026-03-28 06:38:29.608386,1
4065,meena,Have a nice day,neutral,positive,0.09,0,15,Twitter,2026-03-28 06:39:29.608386,0
4066,john,Go away idiot,anger,negative,0.73,2,13,Instagram,2026-03-28 06:40:29.608386,1
4067,priya,Great work!,neutral,neutral,0.23,0,11,YouTube,2026-03-28 06:41:29.608386,0
4068,sara,You are a loser,anger,negative,0.83,2,15,Instagram,2026-03-28 06:42:29.608386,1
4069,priya,Well done,neutral,positive,0.25,0,9,Twitter,2026-03-28 06:43:29.608386,0
4070,priya,You are so stupid,anger,negative,0.85,2,17,YouTube,2026-03-28 06:44:29.608386,1
4071,sara,Nobody likes you,anger,negative,0.92,2,16,Twitter,2026-03-28 06:45:29.608386,1
4072,anita,You are a loser,anger,negative,0.79,2,15,Twitter,2026-03-28 06:46:29.608386,1
4073,sara,Keep going,neutral,positive,0.28,0,10,YouTube,2026-03-28 06:47:29.608386,0
4074,vikram,Shut up you fool,anger,negative,0.82,2,16,YouTube,2026-03-28 06:48:29.608386,1
4075,sara,Nobody likes you,anger,negative,0.78,1,16,YouTube,2026-03-28 06:49:29.608386,1
4076,priya,Nobody likes you,anger,negative,0.97,1,16,YouTube,2026-03-28 06:50:29.608386,1
4077,arjun,Keep going,neutral,neutral,0.18,0,10,YouTube,2026-03-28 06:51:29.608386,0
4078,sara,Keep going,neutral,neutral,0.14,0,10,Instagram,2026-03-28 06:52:29.608386,0
4079,rahul,Great work!,joy,positive,0.16,0,11,Twitter,2026-03-28 06:53:29.608386,0
4080,meena,Great work!,joy,positive,0.24,0,11,Instagram,2026-03-28 06:54:29.608386,0
4081,anita,You are useless,anger,negative,0.79,2,15,Twitter,2026-03-28 06:55:29.608386,1
4082,rahul,You are a loser,anger,negative,0.83,1,15,Instagram,2026-03-28 06:56:29.608386,1
4083,anita,Great work!,neutral,neutral,0.05,0,11,Instagram,2026-03-28 06:57:29.608386,0
4084,arjun,You are a loser,anger,negative,0.92,2,15,Twitter,2026-03-28 06:58:29.608386,1
4085,john,Great work!,neutral,neutral,0.14,0,11,YouTube,2026-03-28 06:59:29.608386,0
4086,anita,You are so stupid,anger,negative,0.98,2,17,YouTube,2026-03-28 07:00:29.608386,1
4087,rahul,Keep going,joy,positive,0.08,0,10,Twitter,2026-03-28 07:01:29.608386,0
4088,sara,That's amazing,joy,positive,0.09,0,14,Twitter,2026-03-28 07:02:29.608386,0
4089,john,Go away idiot,anger,negative,0.83,2,13,Twitter,2026-03-28 07:03:29.608386,1
4090,sara,Nobody likes you,anger,negative,0.79,3,16,Instagram,2026-03-28 07:04:29.608386,1
4091,rahul,Keep going,neutral,neutral,0.26,0,10,Instagram,2026-03-28 07:05:29.608386,0
4092,anita,Go away idiot,anger,negative,0.87,3,13,Instagram,2026-03-28 07:06:29.608386,1
4093,vikram,Nobody likes you,anger,negative,0.8,1,16,Instagram,2026-03-28 07:07:29.608386,1
4094,rahul,Great work!,joy,positive,0.03,0,11,Instagram,2026-03-28 07:08:29.608386,0
4095,anita,Have a nice day,neutral,positive,0.16,0,15,Twitter,2026-03-28 07:09:29.608386,0
4096,arjun,Keep going,joy,neutral,0.2,0,10,Twitter,2026-03-28 07:10:29.608386,0
4097,sara,Great work!,neutral,neutral,0.23,0,11,YouTube,2026-03-28 07:11:29.608386,0
4098,meena,Go away idiot,anger,negative,0.81,2,13,YouTube,2026-03-28 07:12:29.608386,1
4099,arjun,Nobody likes you,anger,negative,0.77,3,16,Instagram,2026-03-28 07:13:29.608386,1
4100,john,You are useless,anger,negative,0.86,2,15,Instagram,2026-03-28 07:14:29.608386,1
4101,anita,You are a loser,anger,negative,0.78,2,15,Instagram,2026-03-28 07:15:29.608386,1
4102,john,That's amazing,joy,neutral,0.13,0,14,YouTube,2026-03-28 07:16:29.608386,0
4103,priya,Have a nice day,joy,positive,0.21,0,15,YouTube,2026-03-28 07:17:29.608386,0
4104,rahul,You are useless,anger,negative,0.85,2,15,Twitter,2026-03-28 07:18:29.608386,1
4105,arjun,Nobody likes you,anger,negative,0.9,1,16,YouTube,2026-03-28 07:19:29.608386,1
4106,meena,Nobody likes you,anger,negative,0.91,3,16,YouTube,2026-03-28 07:20:29.608386,1
4107,meena,You are useless,anger,negative,0.79,2,15,YouTube,2026-03-28 07:21:29.608386,1
4108,arjun,Good effort,neutral,neutral,0.16,0,11,Instagram,2026-03-28 07:22:29.608386,0
4109,priya,Well done,neutral,positive,0.02,0,9,Instagram,2026-03-28 07:23:29.608386,0
4110,anita,Keep going,joy,neutral,0.01,0,10,YouTube,2026-03-28 07:24:29.608386,0
4111,anita,That's amazing,joy,neutral,0.23,0,14,YouTube,2026-03-28 07:25:29.608386,0
4112,anita,Nobody likes you,anger,negative,0.83,3,16,Twitter,2026-03-28 07:26:29.608386,1
4113,meena,Great work!,joy,positive,0.13,0,11,Twitter,2026-03-28 07:27:29.608386,0
4114,arjun,Great work!,neutral,neutral,0.07,0,11,Instagram,2026-03-28 07:28:29.608386,0
4115,sara,That's amazing,joy,positive,0.07,0,14,YouTube,2026-03-28 07:29:29.608386,0
4116,vikram,Well done,joy,neutral,0.22,0,9,Twitter,2026-03-28 07:30:29.608386,0
4117,meena,Shut up you fool,anger,negative,0.79,1,16,Twitter,2026-03-28 07:31:29.608386,1
4118,meena,That's amazing,joy,positive,0.2,0,14,YouTube,2026-03-28 07:32:29.608386,0
4119,vikram,Nobody likes you,anger,negative,0.87,3,16,Twitter,2026-03-28 07:33:29.608386,1
4120,arjun,Have a nice day,neutral,neutral,0.27,0,15,Twitter,2026-03-28 07:34:29.608386,0
4121,vikram,Good effort,neutral,positive,0.08,0,11,Instagram,2026-03-28 07:35:29.608386,0
4122,meena,You are so stupid,anger,negative,0.96,2,17,Twitter,2026-03-28 07:36:29.608386,1
4123,meena,Good effort,joy,positive,0.05,0,11,Instagram,2026-03-28 07:37:29.608386,0
4124,sara,Great work!,neutral,neutral,0.17,0,11,Twitter,2026-03-28 07:38:29.608386,0
4125,rahul,Nobody likes you,anger,negative,0.81,1,16,YouTube,2026-03-28 07:39:29.608386,1
4126,sara,Nobody likes you,anger,negative,0.87,3,16,Instagram,2026-03-28 07:40:29.608386,1
4127,priya,You are a loser,anger,negative,0.75,1,15,YouTube,2026-03-28 07:41:29.608386,1
4128,john,You are useless,anger,negative,0.93,2,15,YouTube,2026-03-28 07:42:29.608386,1
4129,john,Well done,neutral,positive,0.09,0,9,Instagram,2026-03-28 07:43:29.608386,0
4130,arjun,Keep going,neutral,positive,0.16,0,10,Instagram,2026-03-28 07:44:29.608386,0
